Applicant_ID,Applicant_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Status,Annual_Income_Lakhs,Credit_Score,Loan_Amount_Lakhs,Loan_Term_Years,Interest_Rate_Percent,Down_Payment_Percent,Loan_Type,Property_Location,Property_Value_Lakhs,Property_Type,Existing_Loans_Amount,EMI_Affordability_Percent,Prior_Relationship_Years,Loan_Approval_Status,Application_Date
7969,35,Male,Divorced,3,Postgraduate,Self-Employed,43.37,698,102.66,25,8.73,5.81,Construction,Semi-Urban,44.96,Apartment,9.58,16.7,4,Approved,13-01-2019
7970,50,Female,Single,1,Postgraduate,Salaried,2.01,509,86.71,15,9.05,12.95,Refinance,Urban,283.18,Plot,39.34,31.86,3,Rejected,05-02-2024
7971,37,Male,Married,1,High School,Self-Employed,31.78,721,58.83,25,9.65,20.32,Refinance,Rural,151.82,Plot,1.55,16.14,16,Rejected,29-08-2022
7972,64,Female,Divorced,3,Postgraduate,Unemployed,37,600,94.37,10,10.29,24.5,Construction,Rural,124.84,Apartment,45.63,34.28,3,Rejected,13-02-2021
7973,33,Other,Married,2,High School,Salaried,2.82,827,116.07,10,8.17,13.73,Construction,Rural,231.24,Plot,28.93,13.08,5,Approved,23-08-2022
7974,54,Female,Divorced,0,Doctorate,Self-Employed,18.12,656,87.54,30,6.59,20.65,Construction,Urban,299.58,Plot,14.54,15.69,18,Approved,13-08-2018
7975,41,Male,Single,2,Postgraduate,Salaried,15.56,365,60.59,10,10.9,5.69,Construction,Semi-Urban,282.63,Plot,11.47,36.99,11,Approved,10-03-2020
7976,54,Male,Divorced,0,Postgraduate,Self-Employed,10.24,667,65.46,15,10.86,16.66,Construction,Urban,241.57,Independent House,49.53,43.13,13,Approved,27-06-2025
7977,51,Male,Divorced,4,Postgraduate,Salaried,5.1,349,84.14,15,7.53,9.45,Refinance,Rural,146.06,Plot,38.98,23.16,7,Rejected,08-09-2023
7978,35,Male,Married,0,High School,Unemployed,27.69,608,137.38,15,6.98,16.8,Refinance,Urban,221.62,Independent House,8.49,22.38,5,Approved,21-11-2021
7979,56,Other,Married,4,Graduate,Self-Employed,12.26,552,43.69,10,9.14,6.13,Construction,Semi-Urban,122.26,Independent House,38.87,18.41,19,Approved,13-01-2018
7980,22,Other,Married,2,Graduate,Salaried,18.69,482,141.51,20,10.7,17.86,Construction,Rural,79.31,Apartment,18.36,42.69,13,Approved,22-10-2021
7981,38,Other,Single,0,Graduate,Salaried,31.74,407,89.12,20,10.37,13.91,Refinance,Semi-Urban,33.18,Apartment,23.4,12.81,1,Rejected,02-01-2019
7982,49,Female,Widowed,0,Graduate,Salaried,42.75,776,81.88,20,6.64,16.22,Refinance,Semi-Urban,193.73,Plot,7.69,25.18,0,Approved,25-01-2020
7983,53,Other,Married,2,Graduate,Unemployed,49.65,785,46.79,30,8.17,25.25,Home Purchase,Urban,161.1,Plot,8.64,32.21,0,Rejected,22-12-2018
7984,21,Female,Divorced,0,Doctorate,Unemployed,27.7,355,146.56,30,8.31,24.63,Construction,Urban,285.19,Independent House,43.54,22.65,14,Approved,27-02-2018
7985,57,Other,Married,1,Postgraduate,Self-Employed,12.44,353,125.55,25,6.56,11.75,Home Purchase,Semi-Urban,161.08,Apartment,19.3,43,9,Approved,03-07-2023
7986,44,Female,Divorced,1,Postgraduate,Unemployed,40.9,696,121.38,15,6.62,27.7,Home Purchase,Urban,225.04,Plot,1.04,10.44,11,Approved,01-01-2020
7987,40,Female,Widowed,2,Doctorate,Salaried,38.35,563,56.21,25,9.2,23.7,Construction,Semi-Urban,264.13,Independent House,45.37,26.86,19,Approved,09-10-2021
7988,50,Female,Widowed,4,Graduate,Unemployed,12.16,407,73.82,15,9.28,18,Home Purchase,Semi-Urban,120.34,Plot,42.46,5.56,0,Approved,26-05-2020
7989,47,Male,Divorced,1,Graduate,Unemployed,6.66,420,39.05,20,9.65,21.2,Refinance,Semi-Urban,131.07,Plot,43.5,6.53,5,Approved,25-03-2024
7990,57,Female,Single,4,High School,Salaried,25.25,480,85.2,20,6.99,11.44,Refinance,Urban,102.79,Independent House,3.04,28.21,6,Rejected,23-04-2025
7991,35,Male,Widowed,2,Postgraduate,Salaried,39.13,373,140.19,10,9.59,27.69,Construction,Urban,137.76,Independent House,7.97,36.57,5,Approved,09-12-2024
7992,24,Other,Widowed,4,Graduate,Self-Employed,41.86,359,149.78,25,7.68,11.3,Home Purchase,Urban,271.25,Independent House,10.13,18.89,7,Approved,24-12-2021
7993,39,Other,Married,3,Postgraduate,Unemployed,46.79,708,28.75,25,8.33,18.06,Home Purchase,Rural,69.01,Plot,1.7,22.94,12,Approved,21-11-2019
7994,64,Other,Married,3,High School,Self-Employed,29.79,620,91.02,25,8.39,18.91,Refinance,Urban,80.78,Apartment,2.02,9.67,15,Approved,05-02-2018
7995,60,Male,Married,2,High School,Unemployed,31.79,824,90.65,25,6.71,19.4,Home Purchase,Semi-Urban,290.6,Plot,49.75,42.33,19,Rejected,01-07-2022
7996,58,Male,Single,4,Postgraduate,Salaried,29.29,714,141.44,20,7.44,10.22,Construction,Rural,239.66,Independent House,10.23,7.76,5,Approved,09-10-2019
7997,57,Other,Single,4,High School,Unemployed,23.34,311,126.84,10,10.65,13.41,Home Purchase,Rural,138.58,Plot,14.85,5.5,13,Approved,11-03-2020
7998,35,Female,Single,1,High School,Self-Employed,13.58,809,49.73,10,7.89,8.47,Construction,Semi-Urban,89.17,Plot,22,23.24,17,Approved,12-05-2020
7999,34,Male,Single,3,Graduate,Salaried,15.25,716,59.89,30,8.92,25.66,Construction,Urban,40.51,Plot,11.85,18.84,1,Rejected,09-10-2019
8000,52,Male,Divorced,1,Graduate,Self-Employed,41.69,668,23.35,25,10.48,6.75,Home Purchase,Rural,117.07,Apartment,48.12,27.44,3,Rejected,12-04-2020
8001,39,Other,Divorced,3,Doctorate,Self-Employed,27.46,314,32.02,15,10.47,19.88,Refinance,Semi-Urban,144.3,Plot,43.79,32.8,2,Approved,07-06-2022
8002,23,Female,Single,4,High School,Unemployed,43.81,517,77.9,25,6.82,22.82,Construction,Semi-Urban,74.32,Independent House,19.65,12.19,18,Rejected,25-11-2020
8003,43,Other,Married,1,Postgraduate,Unemployed,2.41,405,29.24,10,9.71,10.3,Construction,Rural,121.47,Apartment,31.41,8.33,12,Approved,20-05-2018
8004,49,Other,Widowed,0,High School,Unemployed,24.72,724,98.07,30,9.09,6.9,Construction,Urban,96.1,Plot,10.98,16.42,14,Approved,07-07-2023
8005,23,Other,Widowed,2,Doctorate,Salaried,4.39,329,53.22,25,8.45,20.79,Home Purchase,Rural,106.74,Apartment,28.45,43.5,1,Approved,23-12-2021
8006,48,Other,Widowed,3,Graduate,Self-Employed,8.46,391,54.48,10,10.31,19.55,Construction,Urban,239.93,Plot,21.35,48.69,19,Approved,16-04-2021
8007,23,Female,Married,3,Doctorate,Salaried,44.91,582,62.28,30,10.44,27.15,Refinance,Semi-Urban,182,Independent House,41.85,5.5,18,Rejected,04-02-2022
8008,62,Male,Single,4,High School,Self-Employed,24.73,586,29.5,25,6.64,29.79,Home Purchase,Semi-Urban,106.06,Independent House,13.35,20.13,0,Approved,16-11-2019
8009,61,Female,Divorced,0,High School,Salaried,42.48,345,16.24,25,6.53,9.46,Construction,Semi-Urban,182.05,Plot,21.75,47.45,1,Approved,09-03-2019
8010,21,Female,Widowed,3,High School,Self-Employed,11.24,720,9.64,10,10.48,28.41,Construction,Rural,263.55,Plot,8.47,12.08,5,Approved,27-04-2021
8011,41,Other,Married,3,Doctorate,Self-Employed,9.98,457,65.14,20,9.91,17.58,Refinance,Rural,108.68,Independent House,0.89,8.36,11,Rejected,01-05-2021
8012,38,Other,Divorced,4,Postgraduate,Self-Employed,22.04,445,27.38,10,10.8,18.59,Home Purchase,Rural,239.75,Plot,8.95,8.19,5,Approved,19-04-2023
8013,46,Female,Married,2,Postgraduate,Unemployed,28.63,625,134.38,30,10.46,16.82,Refinance,Rural,185.66,Apartment,22.71,31.48,5,Approved,01-07-2018
8014,49,Male,Single,3,Graduate,Self-Employed,17.52,733,137.44,20,8.37,22.55,Home Purchase,Semi-Urban,288.42,Independent House,8.12,49.8,15,Approved,30-12-2019
8015,33,Other,Single,4,Graduate,Self-Employed,31.99,622,148.92,30,8.26,21.94,Home Purchase,Urban,31.67,Independent House,42.28,35.67,3,Approved,18-11-2024
8016,52,Other,Married,3,High School,Salaried,14.39,632,110.34,10,6.6,10.03,Refinance,Urban,87.84,Apartment,31.82,20.41,4,Approved,14-09-2018
8017,38,Male,Married,1,Graduate,Self-Employed,8.49,424,14.43,15,10.17,7.09,Construction,Urban,186.03,Plot,7.36,40.23,3,Rejected,31-05-2020
8018,64,Male,Single,2,High School,Salaried,42.9,725,98.78,25,8.37,9.63,Construction,Semi-Urban,207.56,Plot,19.05,28.89,5,Rejected,01-11-2021
8019,22,Female,Divorced,0,Postgraduate,Unemployed,42.52,649,5.43,30,8.23,9.74,Construction,Urban,221.73,Apartment,19.99,35.46,18,Rejected,15-07-2025
8020,24,Other,Married,0,Postgraduate,Salaried,4.35,740,25.23,30,8.18,16.81,Construction,Urban,105.2,Plot,5.05,11.17,14,Approved,12-12-2022
8021,60,Other,Married,3,High School,Unemployed,22.74,401,149.84,20,9.03,9.6,Home Purchase,Rural,79.58,Apartment,37.55,37.8,6,Approved,07-12-2022
8022,45,Male,Widowed,2,Doctorate,Self-Employed,49.08,667,50.75,10,10.98,20.11,Refinance,Rural,233.54,Apartment,4.39,28.86,6,Rejected,17-03-2025
8023,21,Female,Married,4,Doctorate,Unemployed,23.29,706,108.31,15,10.7,10.66,Home Purchase,Urban,115.1,Apartment,23.19,40.68,8,Approved,11-02-2022
8024,48,Female,Divorced,2,High School,Salaried,7.82,663,19.04,20,7.39,15.06,Home Purchase,Urban,255.23,Plot,47.03,7.78,17,Approved,14-10-2024
8025,39,Female,Married,1,Postgraduate,Salaried,26.61,436,115.64,15,9.68,20.12,Construction,Semi-Urban,283.61,Apartment,40.26,7.55,14,Approved,07-07-2023
8026,50,Male,Widowed,2,Graduate,Salaried,41.72,414,45.85,10,10.35,22.75,Construction,Urban,120.81,Apartment,43.26,48.41,10,Approved,03-07-2018
8027,33,Female,Single,0,Graduate,Self-Employed,28.57,524,102.02,25,9.96,18.28,Refinance,Rural,226.34,Plot,39.1,48.08,9,Rejected,08-04-2018
8028,30,Female,Widowed,2,Graduate,Self-Employed,13.58,717,52.97,30,7.06,19.04,Home Purchase,Rural,117.71,Independent House,28.84,9.23,1,Approved,02-07-2020
8029,48,Female,Widowed,2,Postgraduate,Self-Employed,49.88,500,38.38,15,6.52,28.59,Construction,Rural,78.9,Independent House,8.78,35.5,7,Approved,28-07-2025
8030,31,Male,Widowed,4,Doctorate,Salaried,25.68,343,31.8,30,9.83,9.9,Refinance,Urban,47.82,Independent House,19.23,35.13,17,Approved,24-04-2023
8031,31,Male,Single,1,Doctorate,Self-Employed,9.52,494,36.27,15,6.98,29.76,Home Purchase,Semi-Urban,37.3,Plot,21.25,46.96,8,Approved,11-01-2018
8032,30,Male,Widowed,3,Doctorate,Unemployed,33.26,836,139.29,25,8.16,18.8,Home Purchase,Rural,67.53,Plot,28,30.94,11,Rejected,18-02-2025
8033,27,Male,Single,3,Doctorate,Self-Employed,18.6,798,109.17,25,7.36,20.88,Home Purchase,Urban,226.9,Plot,28.03,48.63,12,Approved,14-11-2024
8034,51,Male,Widowed,4,Doctorate,Unemployed,5.56,344,111.26,20,7.35,23.07,Construction,Semi-Urban,69.11,Independent House,45.53,34.64,2,Approved,11-06-2025
8035,60,Other,Married,0,Graduate,Salaried,3.61,777,11.76,15,10.9,26.74,Refinance,Semi-Urban,31.2,Apartment,1.41,23.79,7,Approved,10-07-2022
8036,34,Male,Single,0,Graduate,Salaried,8.99,665,56.43,30,9.02,23.27,Home Purchase,Semi-Urban,185.37,Independent House,29.55,9.13,17,Rejected,27-03-2023
8037,60,Female,Widowed,2,Doctorate,Self-Employed,8.06,602,135.95,15,10.25,28.65,Construction,Rural,124.21,Apartment,41.84,25.43,18,Approved,22-10-2024
8038,24,Male,Married,0,Postgraduate,Unemployed,40.38,637,8.32,15,7.45,10.79,Construction,Rural,156.73,Plot,1.97,9.84,15,Rejected,25-12-2019
8039,45,Female,Widowed,2,Doctorate,Unemployed,28.25,536,73.73,20,7.4,5.83,Construction,Rural,182.9,Apartment,32.37,10.27,14,Approved,16-09-2022
8040,58,Male,Married,1,Doctorate,Self-Employed,44.19,338,30.91,20,9.56,14.45,Home Purchase,Semi-Urban,208.41,Independent House,7.36,41.7,5,Approved,12-10-2023
8041,28,Female,Single,4,Doctorate,Salaried,17.31,300,124.95,30,10.66,10.03,Home Purchase,Rural,45.95,Plot,15.95,39.72,11,Approved,09-12-2020
8042,39,Male,Married,0,Graduate,Unemployed,18.35,615,18.92,30,7.94,14.15,Construction,Urban,253.99,Independent House,11.87,17.8,4,Approved,28-12-2024
8043,48,Other,Married,0,Postgraduate,Salaried,29.61,665,19.61,10,10.85,19.24,Home Purchase,Urban,39.86,Apartment,13.47,20.53,12,Approved,27-06-2019
8044,22,Male,Widowed,2,Doctorate,Salaried,6.62,613,21.04,10,6.73,7.75,Home Purchase,Rural,252.93,Independent House,43.77,36.71,5,Approved,02-02-2024
8045,40,Female,Married,4,High School,Salaried,11.78,758,59.27,10,8.33,9,Construction,Urban,196.71,Apartment,17.88,16.68,8,Rejected,12-03-2021
8046,44,Male,Divorced,4,Postgraduate,Salaried,15.55,662,29.43,10,9.96,16.98,Home Purchase,Semi-Urban,270.86,Plot,31.72,41.09,11,Approved,03-10-2022
8047,47,Female,Single,2,Doctorate,Self-Employed,22.73,443,90.76,15,9.75,21.86,Refinance,Urban,178.91,Independent House,40.69,19.07,6,Approved,08-04-2024
8048,55,Other,Single,4,Postgraduate,Salaried,21.06,479,74.91,15,9.2,12.91,Construction,Urban,59.47,Plot,38.5,36.42,0,Approved,30-03-2019
8049,42,Other,Widowed,2,Graduate,Salaried,22.34,425,74.56,20,9.69,6.92,Construction,Rural,60.56,Plot,49.39,16.74,0,Approved,14-03-2024
8050,49,Female,Widowed,0,Postgraduate,Unemployed,35.8,570,142.12,25,6.8,9.85,Construction,Rural,186.11,Plot,37.3,16.47,7,Approved,21-11-2023
8051,53,Male,Married,0,Graduate,Self-Employed,47.59,489,93.77,30,7.98,8.44,Refinance,Urban,132.41,Plot,22.25,46,9,Approved,22-08-2018
8052,63,Male,Single,4,Doctorate,Unemployed,26.72,614,30.86,20,7.16,16.16,Home Purchase,Semi-Urban,198.3,Apartment,43.62,15.76,3,Approved,27-02-2018
8053,56,Female,Married,1,Doctorate,Salaried,16.55,821,135.85,30,7.43,5.99,Construction,Urban,249.9,Apartment,22.01,5.36,11,Approved,13-04-2020
8054,36,Male,Married,3,Doctorate,Unemployed,33.28,702,100.64,25,10.18,23.29,Refinance,Urban,247.02,Plot,33.45,29.12,13,Rejected,15-03-2023
8055,26,Male,Widowed,3,Postgraduate,Self-Employed,10.21,332,124.5,20,8.16,28.76,Construction,Rural,181.13,Plot,35.25,46.06,9,Rejected,14-03-2023
8056,39,Female,Widowed,1,Doctorate,Unemployed,31.71,550,80.84,15,7.93,19.38,Home Purchase,Urban,105.1,Independent House,14.39,46.25,14,Rejected,16-11-2019
8057,37,Female,Divorced,3,Graduate,Salaried,17.34,441,41.98,10,8.25,13.87,Construction,Urban,100.92,Independent House,2.01,15.85,4,Approved,10-02-2020
8058,34,Female,Widowed,1,Postgraduate,Self-Employed,19.64,580,102.99,10,7.99,9.95,Home Purchase,Rural,125.52,Plot,17.22,23.61,2,Approved,09-05-2023
8059,52,Male,Single,0,Graduate,Unemployed,37.07,356,111.99,20,10.79,10.83,Construction,Urban,140.1,Apartment,17.9,35.03,15,Rejected,27-07-2025
8060,29,Other,Divorced,2,Doctorate,Self-Employed,8.8,731,26.67,30,7.09,7.15,Home Purchase,Urban,254.85,Apartment,40.97,15.62,9,Approved,25-07-2020
8061,42,Other,Married,3,Doctorate,Salaried,28.25,444,14.35,10,10.57,13.54,Construction,Semi-Urban,132.03,Apartment,39.82,19.13,13,Approved,17-08-2018
8062,42,Male,Divorced,0,Doctorate,Self-Employed,44.62,705,129.35,10,6.7,23.3,Home Purchase,Rural,251.01,Plot,26.95,18.4,9,Approved,08-12-2018
8063,51,Female,Widowed,2,Graduate,Self-Employed,49.78,639,41.76,10,9.35,13.21,Construction,Semi-Urban,161.93,Apartment,30.24,33.96,0,Approved,13-11-2022
8064,59,Male,Single,3,Graduate,Unemployed,48.18,431,31.64,15,6.6,28.19,Home Purchase,Semi-Urban,295.23,Plot,18.09,48.67,7,Approved,10-07-2025
8065,51,Male,Divorced,2,Graduate,Self-Employed,20.98,407,128.01,30,6.72,21.76,Construction,Urban,44.68,Plot,17.17,31.42,9,Approved,10-04-2022
8066,49,Female,Married,2,Doctorate,Unemployed,13.71,455,35.85,30,8.87,26.7,Refinance,Rural,297.51,Apartment,11.58,39.17,19,Approved,18-01-2019
8067,52,Female,Widowed,2,Postgraduate,Self-Employed,13.86,464,82,30,8.41,17.76,Home Purchase,Semi-Urban,215.32,Apartment,29.09,36.41,3,Rejected,08-01-2023
8068,40,Female,Widowed,4,Postgraduate,Self-Employed,30.91,748,22.57,25,6.54,5.92,Construction,Urban,125.42,Independent House,2,15.74,4,Approved,14-06-2024
8069,23,Other,Widowed,1,Postgraduate,Salaried,44.88,807,68.77,15,6.81,26.13,Home Purchase,Rural,189.25,Apartment,43.51,28.79,10,Approved,18-01-2025
8070,36,Female,Single,2,Graduate,Self-Employed,22.65,674,125.35,30,7.66,14.75,Refinance,Urban,157.44,Plot,47.65,11.2,7,Approved,26-01-2025
8071,58,Female,Married,1,Postgraduate,Salaried,11.21,523,141.17,25,10.49,13.25,Refinance,Rural,59.67,Plot,32.75,13.7,11,Approved,26-04-2025
8072,60,Male,Divorced,2,Postgraduate,Self-Employed,46.94,400,124.72,25,8.56,29.72,Home Purchase,Urban,184.84,Apartment,23.53,49.38,11,Approved,10-08-2018
8073,45,Female,Single,1,Doctorate,Salaried,45.51,617,19.71,10,7.61,14.17,Construction,Rural,292.92,Apartment,21.87,16.59,11,Approved,04-09-2023
8074,62,Other,Single,0,Doctorate,Self-Employed,25.02,728,20.61,20,10.02,25.05,Home Purchase,Urban,240.46,Apartment,16.85,11.57,3,Rejected,30-10-2023
8075,36,Other,Divorced,4,Postgraduate,Self-Employed,47.06,471,127.01,30,7.86,22.11,Construction,Rural,83.88,Apartment,16.62,8.92,18,Rejected,12-02-2025
8076,36,Other,Single,2,Graduate,Self-Employed,30.23,568,12.91,30,7.64,9.43,Home Purchase,Rural,208.3,Independent House,42.61,20.38,17,Approved,25-03-2024
8077,43,Female,Single,4,High School,Salaried,15.12,572,41.25,20,10.58,8,Construction,Urban,233.89,Apartment,38.71,36.6,16,Rejected,12-05-2024
8078,56,Female,Single,3,Graduate,Self-Employed,5.19,488,27.81,30,10.09,12.92,Construction,Urban,158.62,Apartment,47.74,46.6,17,Approved,27-04-2022
8079,52,Other,Divorced,0,High School,Unemployed,26,568,80.25,10,8.52,10.91,Construction,Urban,156.96,Plot,33.5,5.1,1,Approved,11-05-2019
8080,50,Other,Divorced,0,Postgraduate,Self-Employed,33.59,367,147.4,10,8.01,12.77,Refinance,Semi-Urban,187.84,Independent House,8.47,9.32,12,Rejected,20-02-2021
8081,23,Male,Divorced,1,High School,Self-Employed,9.46,636,98.21,25,6.72,29.62,Home Purchase,Urban,81.54,Plot,39.86,44.8,9,Rejected,23-08-2023
8082,39,Female,Married,0,High School,Salaried,19.33,687,92.9,25,7.54,17.01,Home Purchase,Rural,253.95,Apartment,2.83,43.92,8,Rejected,15-10-2025
8083,63,Male,Divorced,3,Doctorate,Salaried,22.7,849,74.67,20,7.2,16.19,Construction,Semi-Urban,63.13,Apartment,30.66,16.63,5,Rejected,28-05-2021
8084,57,Other,Single,1,Postgraduate,Self-Employed,19.05,573,103.91,25,8.59,9.84,Refinance,Semi-Urban,47.72,Plot,40.56,20.23,7,Rejected,02-05-2022
8085,52,Other,Married,1,Doctorate,Self-Employed,44.03,642,71.17,25,7.18,16.08,Refinance,Urban,213.24,Apartment,43.99,12.44,3,Approved,11-01-2020
8086,43,Other,Divorced,1,Doctorate,Salaried,11.15,737,103.6,10,8.15,9.76,Home Purchase,Rural,40.03,Apartment,23.34,33.93,2,Rejected,20-09-2023
8087,39,Female,Married,1,Postgraduate,Unemployed,34.9,421,40.28,10,9.28,8.51,Construction,Semi-Urban,141.54,Independent House,29.3,28.35,15,Approved,07-05-2018
8088,40,Male,Divorced,0,Graduate,Salaried,3.62,341,134.59,10,6.54,7.5,Construction,Rural,211.16,Apartment,8.51,11.2,17,Rejected,10-04-2019
8089,36,Male,Single,3,Doctorate,Salaried,30.58,507,102.56,30,8.83,6.07,Refinance,Urban,141.59,Plot,5.49,26.38,8,Approved,28-07-2018
8090,59,Male,Single,4,Postgraduate,Self-Employed,19.46,647,148.72,30,8.06,6.55,Refinance,Urban,279.41,Plot,10.62,21.89,2,Approved,31-10-2024
8091,46,Male,Married,1,Graduate,Salaried,40.67,436,24.3,25,7.57,12.87,Construction,Rural,134.37,Plot,9.07,7.32,14,Rejected,13-11-2021
8092,40,Male,Divorced,4,Doctorate,Unemployed,12.22,778,13.65,10,8.2,27.4,Home Purchase,Urban,53.2,Independent House,9.59,40.85,13,Rejected,29-09-2024
8093,24,Other,Divorced,3,Doctorate,Salaried,13,689,36.31,15,10.72,7.51,Construction,Urban,154.38,Apartment,45.63,14.42,11,Rejected,01-11-2022
8094,56,Male,Married,2,Graduate,Salaried,46.48,678,114.02,20,10.2,7.89,Construction,Urban,254.38,Independent House,33.9,5.33,13,Approved,21-03-2019
8095,44,Female,Single,4,Postgraduate,Unemployed,18.96,476,28.94,25,8.91,9.15,Home Purchase,Rural,186.51,Plot,3.24,15.92,3,Approved,02-08-2025
8096,36,Male,Divorced,2,Graduate,Unemployed,10,768,129.14,15,7.36,22.29,Refinance,Urban,233.16,Plot,40.78,39.6,1,Approved,07-04-2022
8097,39,Female,Divorced,3,Graduate,Salaried,32.4,574,58.57,30,8.63,6.48,Home Purchase,Urban,93.01,Independent House,13.26,38.25,8,Approved,19-08-2019
8098,30,Female,Divorced,1,Postgraduate,Unemployed,15.95,565,83.25,30,10.34,12.92,Home Purchase,Urban,277.35,Plot,6.59,12.98,4,Rejected,28-06-2019
8099,37,Female,Widowed,0,Graduate,Self-Employed,45.71,562,145.47,10,8.69,6.44,Home Purchase,Semi-Urban,60.75,Independent House,36,47.05,1,Rejected,11-09-2022
8100,45,Female,Married,1,High School,Salaried,33.5,611,77.52,10,9.88,10.24,Refinance,Urban,40.46,Plot,32.29,17.94,18,Rejected,28-06-2020
8101,49,Male,Divorced,3,Graduate,Salaried,32.26,522,23.13,25,7.41,23.36,Construction,Rural,257.16,Plot,36.78,48.03,1,Rejected,09-05-2019
8102,32,Other,Married,1,High School,Self-Employed,4.17,810,124.89,20,9.04,25.72,Refinance,Urban,193.95,Independent House,42.52,15.78,9,Approved,12-03-2020
8103,23,Other,Divorced,0,Doctorate,Self-Employed,12.18,385,68.81,25,9.18,8.96,Refinance,Urban,44.65,Independent House,26.72,12.23,18,Rejected,24-10-2025
8104,63,Male,Married,0,Doctorate,Unemployed,29.89,471,58.23,30,10.06,19.14,Home Purchase,Urban,246.38,Plot,10.75,28.63,2,Approved,28-02-2022
8105,40,Male,Widowed,3,Postgraduate,Unemployed,9.28,689,143.01,25,7.91,17.41,Refinance,Rural,100.16,Apartment,3.46,21.62,2,Rejected,13-10-2021
8106,52,Male,Divorced,4,Graduate,Unemployed,3.69,582,112.33,10,8.69,19.21,Home Purchase,Rural,44.68,Independent House,35.59,42.44,13,Approved,23-05-2023
8107,53,Male,Widowed,1,High School,Salaried,45.7,542,45.17,20,9.25,6.11,Refinance,Urban,266.46,Apartment,25.15,26.35,15,Approved,28-04-2024
8108,24,Female,Divorced,1,Graduate,Self-Employed,41.06,642,77.82,30,9.2,24.54,Home Purchase,Rural,45.45,Plot,2.04,12.09,18,Rejected,20-10-2018
8109,33,Male,Widowed,4,Doctorate,Unemployed,25.37,520,137.92,10,8.7,6.47,Refinance,Urban,108.15,Plot,0.58,45.69,2,Approved,31-08-2018
8110,22,Female,Married,1,Postgraduate,Self-Employed,48.34,485,133.22,30,10.23,25.54,Refinance,Urban,89.52,Apartment,5.24,23.31,19,Approved,06-01-2023
8111,23,Male,Divorced,3,Graduate,Self-Employed,31.07,526,74.99,10,8.84,12.08,Refinance,Urban,216.97,Apartment,23.42,32.09,11,Rejected,11-06-2024
